VTBB,,,
VORDME,083111N,0990301E,JIMMY
VORDME,144331N,1015052E,JONEW
VORDME,135828N,1001522E,JROCK
VORDME,182429N,0993849E,JUMKA
VORDME,152132N,1043807E,JUMPA
VORDME,125522N,1000129E,JUTHA
VORDME,075935N,0980643E,JUVEY
VORDME,182739N,0993247E,KABMU
VORDME,162116N,1030647E,KABVI
VORDME,164754N,0985341E,KADAV
VORDME,133856N,1002931E,KAGET
VORDME,170337N,0983653E,KAJAO
VORDME,105208N,1023343E,KAKET
VORDME,080506N,0980108E,KALIM
VORDME,161802N,1034700E,KALRO
VORDME,164308N,1000139E,KALUX
VORDME,164410N,1003731E,KAMAB
VORDME,152257N,1044228E,KAMON
VORDME,152308N,1050214E,KANOM
VORDME,152254N,1050221E,KANYA
VORDME,092156N,0983053E,KAOYA
VORDME,183009N,0984829E,KARAE
VORDME,074754N,0981136E,KARON
VORDME,161531N,1030127E,KASDU
VORDME,070426N,1003439E,KASLA
VORDME,130450N,1004042E,KASNI
VORDME,161719N,1023953E,KASRA
VORDME,155548N,1040028E,KATBU
VORDME,150829N,1043118E,KATIB
VORDME,180943N,0991008E,KEDOB
VORDME,074329N,0992330E,KEEDO
VORDME,064340N,1004132E,KENNE
VORDME,174204N,0992954E,KEXIL
VORDME,125152N,0995153E,KHANA
VORDME,172241N,1013431E,KHOTO
VORDME,071536N,1001756E,KIBAB
VORDME,055401N,1011109E,KIBUG
VORDME,125160N,1010113E,KIDIT
VORDME,130646N,1005106E,KIGOB
VORDME,092108N,1001200E,KILEP
VORDME,164928N,0994429E,KIMET
VORDME,064333N,1013922E,KIRIN
VORDME,095008N,0983549E,KITOM
VORDME,151319N,1044956E,KITTY
VORDME,163321N,1025036E,KKCNF
VORDME,094235N,0982429E,KOKAM
VORDME,175724N,0992955E,KOKIT
VORDME,062637N,1013240E,KOLOK
VORDME,094717N,0981907E,KOMON
VORDME,134604N,1002225E,KORNA
VORDME,071060N,1003642E,KOYAW
VORDME,121222N,1022616E,KUGAR
VORDME,095756N,1011147E,KUMTO
VORDME,123233N,1010820E,KUNTA
VORDME,093439N,0983000E,LAAUN
VORDME,132436N,1003958E,LACOS
VORDME,123951N,1012055E,LAGID
VORDME,170304N,1002019E,LAGUX
VORDME,134916N,1004626E,LAINO
VORDME,150115N,1031459E,LAKOP
VORDME,171831N,1041413E,LAMMO
VORDME,071739N,0992334E,LAMNA
VORDME,182955N,0992726E,LAMPA
VORDME,084818N,0985208E,LAMUL
VORDME,190513N,0984044E,LAMUN
VORDME,135114N,1004813E,LANCO
VORDME,165359N,0984520E,LARAK
VORDME,200823N,0995935E,LAREV
VORDME,132427N,1003958E,LASAM
VORDME,133332N,1004921E,LASON
VORDME,183506N,0985745E,LASOX
VORDME,133944N,1005022E,LATIN
VORDME,171515N,1030328E,LATUR
